username,email,full_name,time_to_submit_ms,label
gamma1740,gamma1740@fake.org,User 1740,982,1
wissal1741,wissal1741@example.com,User 1741,2564,0
user1742,user1742@example.com,User 1742,1933,0
normal1743,normal1743@gmail.com,User 1743,659,0
test1744,test1744@hotmail.com,User 1744,2307,0
test1745,test1745@fake.org,User 1745,1116,1
beta1746,beta1746@hotmail.com,User 1746,1300,0
normal1747,normal1747@yahoo.com,User 1747,1465,0
spammer1748,spammer1748@gmail.com,User 1748,1429,0
student1749,student1749@outlook.com,User 1749,2055,0
gamma1750,gamma1750@fraud.net,User 1750,1057,1
student1751,student1751@fraud.net,User 1751,2850,1
normal1752,normal1752@outlook.com,User 1752,210,1
student1753,student1753@tempmail.com,User 1753,2328,1
normal1754,normal1754@spam.com,User 1754,1149,1
alpha1755,alpha1755@fake.org,User 1755,1045,1
beta1756,beta1756@fraud.net,User 1756,2589,1
wissal1757,wissal1757@yahoo.com,User 1757,460,0
normal1758,normal1758@fraud.net,User 1758,2596,1
wissal1759,wissal1759@gmail.com,User 1759,1028,0
student1760,student1760@example.com,User 1760,349,1
gamma1761,gamma1761@gmail.com,User 1761,162,1
bot1762,bot1762@hotmail.com,User 1762,1650,0
student1763,student1763@gmail.com,User 1763,2663,0
student1764,student1764@yahoo.com,User 1764,1690,0
bot1765,bot1765@outlook.com,User 1765,292,1
beta1766,beta1766@spam.com,User 1766,2354,1
test1767,test1767@yahoo.com,User 1767,2585,0
alpha1768,alpha1768@gmail.com,User 1768,2200,0
wissal1769,wissal1769@yahoo.com,User 1769,608,0
beta1770,beta1770@yahoo.com,User 1770,2204,0
normal1771,normal1771@gmail.com,User 1771,1331,0
test1772,test1772@yahoo.com,User 1772,2484,0
user1773,user1773@tempmail.com,User 1773,628,1
gamma1774,gamma1774@example.com,User 1774,161,1
gamma1775,gamma1775@spam.com,User 1775,1389,1
student1776,student1776@tempmail.com,User 1776,1253,1
bot1777,bot1777@fraud.net,User 1777,1340,1
test1778,test1778@spam.com,User 1778,109,1
normal1779,normal1779@outlook.com,User 1779,2826,0
wissal1780,wissal1780@example.com,User 1780,2672,0
spammer1781,spammer1781@tempmail.com,User 1781,2294,1
test1782,test1782@hotmail.com,User 1782,1086,0
gamma1783,gamma1783@hotmail.com,User 1783,1593,0
test1784,test1784@yahoo.com,User 1784,240,1
alpha1785,alpha1785@example.com,User 1785,177,1
alpha1786,alpha1786@outlook.com,User 1786,1375,0
test1787,test1787@fraud.net,User 1787,1383,1
alpha1788,alpha1788@example.com,User 1788,362,1
student1789,student1789@example.com,User 1789,1583,0
beta1790,beta1790@hotmail.com,User 1790,1277,0
user1791,user1791@fake.org,User 1791,2892,1
test1792,test1792@yahoo.com,User 1792,569,0
gamma1793,gamma1793@tempmail.com,User 1793,2711,1
normal1794,normal1794@outlook.com,User 1794,2496,0
wissal1795,wissal1795@fraud.net,User 1795,613,1
user1796,user1796@gmail.com,User 1796,700,0
gamma1797,gamma1797@fake.org,User 1797,2118,1
test1798,test1798@tempmail.com,User 1798,739,1
user1799,user1799@fake.org,User 1799,431,1
spammer1800,spammer1800@spam.com,User 1800,2746,1
alpha1801,alpha1801@outlook.com,User 1801,1177,0
alpha1802,alpha1802@gmail.com,User 1802,737,0
student1803,student1803@gmail.com,User 1803,1486,0
user1804,user1804@fraud.net,User 1804,505,1
spammer1805,spammer1805@tempmail.com,User 1805,2944,1
spammer1806,spammer1806@fake.org,User 1806,1960,1
alpha1807,alpha1807@spam.com,User 1807,2590,1
wissal1808,wissal1808@gmail.com,User 1808,449,0
bot1809,bot1809@yahoo.com,User 1809,2035,0
beta1810,beta1810@example.com,User 1810,1818,0
beta1811,beta1811@fraud.net,User 1811,1389,1
student1812,student1812@yahoo.com,User 1812,254,1
student1813,student1813@fake.org,User 1813,2380,1
bot1814,bot1814@gmail.com,User 1814,2134,0
bot1815,bot1815@spam.com,User 1815,908,1
alpha1816,alpha1816@outlook.com,User 1816,248,1
spammer1817,spammer1817@gmail.com,User 1817,659,0
spammer1818,spammer1818@fake.org,User 1818,1096,1
student1819,student1819@gmail.com,User 1819,325,1
wissal1820,wissal1820@outlook.com,User 1820,1964,0
test1821,test1821@fraud.net,User 1821,665,1
test1822,test1822@example.com,User 1822,264,1
beta1823,beta1823@example.com,User 1823,2894,0
gamma1824,gamma1824@gmail.com,User 1824,2111,0
beta1825,beta1825@example.com,User 1825,216,1
test1826,test1826@yahoo.com,User 1826,2569,0
spammer1827,spammer1827@hotmail.com,User 1827,1520,0
gamma1828,gamma1828@outlook.com,User 1828,1372,0
bot1829,bot1829@hotmail.com,User 1829,1424,0
student1830,student1830@example.com,User 1830,692,0
beta1831,beta1831@gmail.com,User 1831,2369,0
spammer1832,spammer1832@hotmail.com,User 1832,669,0
beta1833,beta1833@example.com,User 1833,2272,0
bot1834,bot1834@outlook.com,User 1834,1366,0
alpha1835,alpha1835@tempmail.com,User 1835,1186,1
bot1836,bot1836@outlook.com,User 1836,1621,0
alpha1837,alpha1837@tempmail.com,User 1837,924,1
gamma1838,gamma1838@fraud.net,User 1838,1850,1
beta1839,beta1839@hotmail.com,User 1839,1973,0
spammer1840,spammer1840@example.com,User 1840,672,0
user1841,user1841@tempmail.com,User 1841,380,1
wissal1842,wissal1842@gmail.com,User 1842,1640,0
beta1843,beta1843@outlook.com,User 1843,893,0
user1844,user1844@gmail.com,User 1844,2614,0
gamma1845,gamma1845@hotmail.com,User 1845,2949,0
gamma1846,gamma1846@tempmail.com,User 1846,2050,1
spammer1847,spammer1847@example.com,User 1847,150,1
spammer1848,spammer1848@yahoo.com,User 1848,200,1
alpha1849,alpha1849@outlook.com,User 1849,2568,0
student1850,student1850@outlook.com,User 1850,2849,0
normal1851,normal1851@hotmail.com,User 1851,458,0
beta1852,beta1852@fake.org,User 1852,1737,1
gamma1853,gamma1853@gmail.com,User 1853,1927,0
user1854,user1854@yahoo.com,User 1854,2681,0
student1855,student1855@gmail.com,User 1855,2741,0
user1856,user1856@outlook.com,User 1856,1928,0
wissal1857,wissal1857@spam.com,User 1857,1780,1
student1858,student1858@hotmail.com,User 1858,743,0
student1859,student1859@fake.org,User 1859,255,1
bot1860,bot1860@gmail.com,User 1860,597,0
user1861,user1861@yahoo.com,User 1861,1892,0
normal1862,normal1862@tempmail.com,User 1862,630,1
normal1863,normal1863@yahoo.com,User 1863,822,0
beta1864,beta1864@fake.org,User 1864,1594,1
student1865,student1865@hotmail.com,User 1865,1903,0
normal1866,normal1866@spam.com,User 1866,2213,1
bot1867,bot1867@hotmail.com,User 1867,1096,0
normal1868,normal1868@fake.org,User 1868,1841,1
normal1869,normal1869@outlook.com,User 1869,1903,0
student1870,student1870@fake.org,User 1870,2985,1
test1871,test1871@outlook.com,User 1871,1030,0
bot1872,bot1872@fake.org,User 1872,2300,1
beta1873,beta1873@yahoo.com,User 1873,1237,0
user1874,user1874@gmail.com,User 1874,2337,0
student1875,student1875@tempmail.com,User 1875,2478,1
gamma1876,gamma1876@example.com,User 1876,982,0
test1877,test1877@example.com,User 1877,2291,0
wissal1878,wissal1878@gmail.com,User 1878,1715,0
test1879,test1879@yahoo.com,User 1879,230,1
spammer1880,spammer1880@hotmail.com,User 1880,1747,0
gamma1881,gamma1881@tempmail.com,User 1881,872,1
test1882,test1882@spam.com,User 1882,146,1
user1883,user1883@fake.org,User 1883,556,1
alpha1884,alpha1884@hotmail.com,User 1884,1732,0
spammer1885,spammer1885@tempmail.com,User 1885,1513,1
user1886,user1886@hotmail.com,User 1886,161,1
student1887,student1887@tempmail.com,User 1887,2100,1
bot1888,bot1888@fraud.net,User 1888,1905,1
gamma1889,gamma1889@example.com,User 1889,1697,0
spammer1890,spammer1890@hotmail.com,User 1890,2889,0
normal1891,normal1891@example.com,User 1891,1466,0
beta1892,beta1892@fraud.net,User 1892,2728,1
wissal1893,wissal1893@tempmail.com,User 1893,1719,1
normal1894,normal1894@yahoo.com,User 1894,2177,0
bot1895,bot1895@tempmail.com,User 1895,1299,1
user1896,user1896@example.com,User 1896,1159,0
wissal1897,wissal1897@hotmail.com,User 1897,1692,0
gamma1898,gamma1898@outlook.com,User 1898,2851,0
test1899,test1899@hotmail.com,User 1899,2507,0
user1900,user1900@example.com,User 1900,520,0
student1901,student1901@example.com,User 1901,251,1
user1902,user1902@yahoo.com,User 1902,1239,0
normal1903,normal1903@yahoo.com,User 1903,1661,0
test1904,test1904@yahoo.com,User 1904,545,0
bot1905,bot1905@example.com,User 1905,801,0
normal1906,normal1906@example.com,User 1906,2183,0
wissal1907,wissal1907@gmail.com,User 1907,1306,0
test1908,test1908@yahoo.com,User 1908,2059,0
beta1909,beta1909@spam.com,User 1909,2544,1
spammer1910,spammer1910@gmail.com,User 1910,104,1
bot1911,bot1911@gmail.com,User 1911,2288,0
alpha1912,alpha1912@fake.org,User 1912,1426,1
beta1913,beta1913@example.com,User 1913,1713,0
user1914,user1914@example.com,User 1914,860,0
test1915,test1915@example.com,User 1915,2365,0
user1916,user1916@fake.org,User 1916,661,1
student1917,student1917@hotmail.com,User 1917,1362,0
beta1918,beta1918@tempmail.com,User 1918,559,1
spammer1919,spammer1919@fraud.net,User 1919,626,1
test1920,test1920@example.com,User 1920,220,1
user1921,user1921@yahoo.com,User 1921,814,0
normal1922,normal1922@spam.com,User 1922,2053,1
spammer1923,spammer1923@gmail.com,User 1923,423,0
user1924,user1924@outlook.com,User 1924,1825,0
gamma1925,gamma1925@outlook.com,User 1925,2544,0
student1926,student1926@fake.org,User 1926,409,1
gamma1927,gamma1927@fraud.net,User 1927,1878,1
bot1928,bot1928@gmail.com,User 1928,2648,0
wissal1929,wissal1929@fake.org,User 1929,638,1
wissal1930,wissal1930@fake.org,User 1930,2815,1
student1931,student1931@hotmail.com,User 1931,276,1
student1932,student1932@example.com,User 1932,1490,0
test1933,test1933@outlook.com,User 1933,1080,0
normal1934,normal1934@gmail.com,User 1934,933,0
normal1935,normal1935@yahoo.com,User 1935,2187,0
bot1936,bot1936@outlook.com,User 1936,1180,0
normal1937,normal1937@gmail.com,User 1937,1790,0
normal1938,normal1938@tempmail.com,User 1938,2742,1
user1939,user1939@yahoo.com,User 1939,248,1
user1940,user1940@outlook.com,User 1940,2884,0
gamma1941,gamma1941@fake.org,User 1941,1695,1
student1942,student1942@hotmail.com,User 1942,2012,0
test1943,test1943@example.com,User 1943,2297,0
alpha1944,alpha1944@gmail.com,User 1944,1234,0
wissal1945,wissal1945@example.com,User 1945,897,0
wissal1946,wissal1946@outlook.com,User 1946,1139,0
alpha1947,alpha1947@fake.org,User 1947,1208,1
user1948,user1948@outlook.com,User 1948,2802,0
student1949,student1949@hotmail.com,User 1949,2783,0
bot1950,bot1950@gmail.com,User 1950,692,0
normal1951,normal1951@yahoo.com,User 1951,564,0
spammer1952,spammer1952@outlook.com,User 1952,2741,0
student1953,student1953@fake.org,User 1953,996,1
bot1954,bot1954@yahoo.com,User 1954,300,1
test1955,test1955@gmail.com,User 1955,2146,0
spammer1956,spammer1956@example.com,User 1956,2806,0
bot1957,bot1957@outlook.com,User 1957,269,1
test1958,test1958@gmail.com,User 1958,752,0
wissal1959,wissal1959@outlook.com,User 1959,186,1
bot1960,bot1960@fake.org,User 1960,1767,1
beta1961,beta1961@example.com,User 1961,2940,0
student1962,student1962@hotmail.com,User 1962,1196,0
spammer1963,spammer1963@example.com,User 1963,2428,0
normal1964,normal1964@hotmail.com,User 1964,1214,0
alpha1965,alpha1965@hotmail.com,User 1965,2958,0
test1966,test1966@fraud.net,User 1966,2390,1
bot1967,bot1967@hotmail.com,User 1967,2807,0
beta1968,beta1968@outlook.com,User 1968,2454,0
gamma1969,gamma1969@fake.org,User 1969,102,1
spammer1970,spammer1970@fraud.net,User 1970,1625,1
test1971,test1971@spam.com,User 1971,470,1
spammer1972,spammer1972@yahoo.com,User 1972,939,0
alpha1973,alpha1973@hotmail.com,User 1973,629,0
student1974,student1974@outlook.com,User 1974,658,0
spammer1975,spammer1975@hotmail.com,User 1975,1239,0
gamma1976,gamma1976@hotmail.com,User 1976,2868,0
wissal1977,wissal1977@outlook.com,User 1977,1054,0
gamma1978,gamma1978@gmail.com,User 1978,880,0
gamma1979,gamma1979@outlook.com,User 1979,253,1
beta1980,beta1980@yahoo.com,User 1980,524,0
wissal1981,wissal1981@yahoo.com,User 1981,930,0
alpha1982,alpha1982@gmail.com,User 1982,2002,0
gamma1983,gamma1983@fraud.net,User 1983,2382,1
bot1984,bot1984@gmail.com,User 1984,2542,0
gamma1985,gamma1985@outlook.com,User 1985,2346,0
test1986,test1986@example.com,User 1986,2699,0
gamma1987,gamma1987@yahoo.com,User 1987,2323,0
wissal1988,wissal1988@yahoo.com,User 1988,1070,0
student1989,student1989@yahoo.com,User 1989,1740,0
test1990,test1990@gmail.com,User 1990,1594,0
normal1991,normal1991@spam.com,User 1991,326,1
student1992,student1992@fraud.net,User 1992,2666,1
wissal1993,wissal1993@example.com,User 1993,506,0
spammer1994,spammer1994@outlook.com,User 1994,702,0
test1995,test1995@fraud.net,User 1995,800,1
beta1996,beta1996@hotmail.com,User 1996,1711,0
bot1997,bot1997@outlook.com,User 1997,408,0
wissal1998,wissal1998@hotmail.com,User 1998,2575,0
bot1999,bot1999@outlook.com,User 1999,1739,0
